9;;;28;"S. Venceslai, martyris";"Mémoire facultative";;;;;;;;;;;;
9;;;28;"S. Laurentii Ruiz et sociorum, martyrum";"Mémoire facultative";;;;;;;;;;;;
9;;;29;"Ss. Michaelis, Gabrielis et Raphaelis, archangelorum";"Fête";"Blanc";7;;;;;;;;;;
9;;;30;"S. Hieronymi, presbyteri et Ecclesiae doctoris";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
10;;;1;"S. Teresiae a Iesu Infante, virginis et Ecclesiae doctoris";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
10;;;2;"Ss. Angelorum Custodum";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
10;;;3;;;;;;;;;;;;;;
10;;;4;"S. Francisci Assisiensis";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
10;;;5;;;;;;;;;;;;;;
10;;;6;"S. Brunonis, presbyteri";"Mémoire facultative";;;;;;;;;;;;
10;;;7;"B. Mariae Virginis a Rosario";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
10;;;8;;;;;;;;;;;;;;
10;;;9;"Ss. Dionysii, episcopi, et sociorum, martyrum";"Mémoire facultative";;;;;;;;;;;;
10;;;9;"S. Ioannis Leonardi, presbyteri";"Mémoire facultative";;;;;;;;;;;;
10;;;10;;;;;;;;;;;;;;
10;;;11;;;;;;;;;;;;;;
10;;;12;;;;;;;;;;;;;;
10;;;13;;;;;;;;;;;;;;
10;;;14;"S. Callisti I, papae et martyris";"Mémoire facultative";;;;;;;;;;;;
10;;;15;"S. Teresiae a Iesu, virginis et Ecclesiae doctoris";"Mémoire obligatoire";"Blanc";10;;;;;;;;;;
10;;;16;"S. Hedvigis, religiosae";"Mémoire facultative";;;;;;;;;;;;
10;;;16;"S. Margaritae Mariae Alacoque, virginis";"Mémoire facultative";;;;;;;;;;;;
10;;;17;"S. Ignatii Antiocheni, episcopi et martyris";"Mémoire obligatoire";"Rouge";10;;;;;;;;;;
10;;;18;"S. Lucae, evangelistae";"Fête";"Blanc";7;;;;;;;;;;
10;;;19;"Ss. Ioannis de Brébeuf et Isaac Jogues, presbyterorum, et sociorum, martyrum";;;;;;;;;;;;;
10;;;19;"S. Pauli a Cruce, presbyteri";"Mémoire facultative";;;;;;;;;;;;
10;;;20;;;;;;;;;;;;;;
10;;;21;;;;;;;;;;;;;;
10;;;22;;;;;;;;;;;;;;
10;;;23;"S. Ioannis de Capestrano, presbyteri";"Mémoire facultative";;;;;;;;;;;;
10;;;24;"S. Antonii Mariae Claret, episcopi";"Mémoire facultative";;;;;;;;;;;;
10;;;25;;;;;;;;;;;;;;
10;;;26;;;;;;;;;;;;;;
10;;;27;;;;;;;;;;;;;;
10;;;28;"Ss. Simonis et Iudae, apostolorum";"Fête";"Rouge";10;;;;;;;;;;
10;;;29;;;;;;;;;;;;;;
10;;;30;;;;;;;;;;;;;;
10;;;31;;;;;;;;;;;;;;
11;;;1;"OMNIUM SANCTORUM";"Solennité";"Blanc";3;;;;;;;;;;
11;;;2;"IN COMMEMORATIONE OMNIUM FIDELIUM DEFUNCTORUM";"Commémoraison";"Noir";3;;;;;;;;;;
11;;;3;"S. Martini de Porres, religiosi";"Mémoire facultative";;;;;;;;;;;;
11;;;4;"S. Caroli Borromeo, episcopi";"Mémoire obligatoire";"Blanc";;;;;;;;;;;
11;;;5;;;;;;;;;;;;;;
11;;;6;;;;;;;;;;;;;;
11;;;7;;;;;;;;;;;;;;
11;;;8;;;;;;;;;;;;;;
